index,essayId,actualScore,openAIPredictedScore,scoreOffset
990,d09b772,2,4,2
991,6e9e53e,3,3,0
992,d3b13b0,2,2,0
993,795e021,3,3,0
994,b05523e,3,4,1
995,35e422a,4,3,-1
996,b07be40,2,3,1
997,84a35db,1,2,1
998,403b7f6,4,4,0
999,863da41,2,4,2
1000,32d8fd8,3,4,1
1001,1b1d926,3,3,0
1002,e2c2e20,3,2,-1
1003,b52cc68,4,3,-1
1004,9800386,1,2,1
1005,e1ea8ee,3,5,2
1006,e6dcd5f,2,2,0
1007,9f6cb41,4,4,0
1008,48a4007,3,4,1
1009,2e4bd8f,4,3,-1
1010,c6c9bf9,3,4,1
1011,1852090,4,3,-1
1012,a7fe09a,3,4,1
1013,1f04460,3,4,1
1014,91ad483,4,4,0
1015,dbbc08b,3,3,0
1016,25b8754,3,3,0
1017,30869db,1,2,1
1018,b48f3de,4,4,0
1019,1de7a3e,2,3,1
1020,3a70d68,2,3,1
1021,5739156,2,2,0
1022,27295aa,3,3,0
1023,2af9cde,3,4,1
1024,16f205a,2,3,1
1025,a14214f,1,3,2
1026,221dbc7,3,4,1
1027,97f6c27,2,2,0
1028,24e64ad,3,4,1
1029,7243ba1,4,4,0
1030,2024044,2,2,0
1031,821add8,4,4,0
1032,efc8e98,3,4,1
1033,f5d2778,3,3,0
1034,46a2c8a,2,3,1
1035,9128156,4,3,-1
1036,2080bea,3,3,0
1037,d6b3e06,3,4,1
1038,3bef3a5,1,2,1
1039,6290382,3,2,-1
1040,cedeccc,5,3,-2
1041,7e7ed1d,3,2,-1
1042,81a1bfb,3,3,0
1043,95a9091,4,3,-1
1044,4a7f767,2,2,0
1045,d0a6d84,1,2,1
1046,f01b436,2,3,1
1047,d84a404,3,3,0
1048,c7cf4b9,3,2,-1
1049,47dc56f,4,3,-1
1050,cc24973,1,2,1
1051,9c8d646,3,3,0
1052,b80fb5a,3,2,-1
1053,74a9dbc,5,4,-1
1054,381900c,4,3,-1
1055,f5235b2,3,3,0
1056,42e3e86,2,3,1
1057,49080ed,4,4,0
1058,adc51a2,1,2,1
1059,ddb4b6a,3,3,0
1060,83929a3,4,5,1
1061,eb8f967,1,2,1
1062,bac3c69,1,3,2
1063,006c931,3,3,0
1064,30720e9,3,3,0
1065,75506d5,3,4,1
1066,38ca5e0,3,3,0
1067,8bc26eb,2,3,1
1068,562ca6d,3,3,0
1069,c841116,2,3,1
1070,c9e31fe,2,3,1
1071,aaeb21e,2,3,1
1072,fe92183,2,3,1
1073,6241fb7,2,3,1
1074,c86d82d,3,3,0
1075,62c2590,4,3,-1
1076,49b386d,4,3,-1
1077,aacc50f,3,3,0
1078,a510e35,2,3,1
1079,9898612,3,4,1
1080,9f8b7c7,2,2,0
1081,26d67e1,4,3,-1
1082,ba60110,5,4,-1
1083,788f31f,2,3,1
1084,4d04b46,3,3,0
1085,764530d,4,4,0
1086,922f29a,4,4,0
1087,8831275,5,2,-3
1088,96d3c6d,2,3,1
1089,2b260d4,3,4,1
1090,b7ee6a4,4,4,0
1091,d914e6f,4,4,0
1092,4b0dcc9,2,2,0
1093,9ba7a34,2,4,2
1094,a4801ba,2,3,1
1095,85b6c46,2,3,1
1096,d358b72,4,3,-1
1097,38844bc,3,3,0
1098,fbb6e0e,4,4,0
1099,3cbc0e6,2,2,0
1100,f97b5ee,3,2,-1
1101,892efa3,4,4,0
1102,9e6c4ac,3,3,0
1103,da4f24a,3,3,0
1104,fc8bb35,3,2,-1
1105,5a1f872,2,2,0
1106,c9da758,2,3,1
1107,f28d102,3,4,1
1108,c092a11,3,3,0
1109,7e86c35,3,3,0
1110,ca310ad,1,2,1
1111,f8ddbae,2,2,0
1112,15365fa,4,4,0
1113,cae7a1a,3,4,1
1114,4f3b6dc,3,3,0
1115,b1bd537,3,3,0
1116,d73f3f4,3,3,0
1117,e9b83ee,3,2,-1
1118,55e8f8c,3,3,0
1119,9841c2a,3,4,1
1120,93ecd40,1,4,3
1121,5a22a42,6,5,-1
1122,f36f542,3,3,0
1123,2b075b4,3,3,0
1124,1a57ee0,3,3,0
1125,93ba20a,1,2,1
1126,88b9048,2,3,1
1127,0493c5f,1,2,1
1128,15b7ad2,4,2,-2
1129,353e838,3,5,2
1130,867ad09,4,4,0
1131,a655a6f,3,2,-1
1132,8b4327d,3,3,0
1133,09344c3,3,3,0
1134,0f18dcd,4,3,-1
1135,92436c5,3,3,0
1136,942f7ca,4,4,0
1137,eafc7f2,3,3,0
1138,5d286e5,3,3,0
1139,a53d268,3,5,2
1140,fea6ee2,2,3,1
1141,3348cd7,4,3,-1
1142,7c1b968,2,4,2
1143,a94a96e,4,3,-1
1144,5c54427,6,5,-1
1145,f4023d7,5,4,-1
1146,d8cf53c,2,2,0
1147,aa1175f,3,3,0
1148,db5caa0,3,2,-1
1149,85f5495,5,4,-1
1150,e80f2b4,3,3,0
1151,f7dfe14,1,3,2
1152,747407c,4,3,-1
1153,ebae254,3,4,1
1154,ed0f076,3,3,0
1155,56d6e03,4,3,-1
1156,6215c79,6,5,-1
1157,8070941,1,3,2
1158,1655699,3,3,0
1159,532e10b,1,4,3
1160,aa59ea3,2,3,1
1161,a70540c,4,3,-1
1162,40d42ad,4,4,0
1163,e2c03e0,3,3,0
1164,51e8942,2,2,0
1165,2f5cf60,2,3,1
1166,06c7ba1,3,2,-1
1167,758fd71,4,3,-1
1168,af8c1c9,5,5,0
1169,ec8c63e,2,3,1
1170,1621180,4,3,-1
1171,a3ad983,2,4,2
1172,12a1427,5,4,-1
1173,77f3342,4,3,-1
1174,29139ff,3,4,1
1175,3d13edb,2,2,0
1176,7d1c31d,3,2,-1
1177,8893b2c,5,4,-1
1178,1c5a11c,3,3,0
1179,d56cdfa,2,4,2
1180,5316172,3,3,0
1181,97692d2,3,3,0
1182,79f0b51,3,3,0
1183,6f08227,2,2,0
1184,52dea19,5,4,-1
1185,4d605cc,3,2,-1
1186,8850e39,4,4,0
1187,d0eb5ad,2,3,1
1188,522892b,3,4,1
1189,90a4d07,2,3,1
1190,77421ce,1,2,1
1191,25d53c6,3,3,0
1192,af570fc,3,2,-1
1193,66a8bb4,2,3,1
1194,f4f2f12,3,3,0
1195,e661b4b,2,3,1
1196,998557d,3,3,0
1197,ff2c0ba,3,2,-1
1198,39f8317,3,3,0
1199,3dce3b5,2,2,0
1200,77f3262,3,3,0
1201,bc21d5d,2,3,1
1202,e45168f,2,2,0
1203,9063dd3,3,5,2
1204,8530412,2,2,0
1205,18df808,2,2,0
1206,5e5d510,2,3,1
1207,08a4217,3,3,0
1208,10dbcec,3,4,1
1209,728d1cc,3,3,0
1210,601be40,4,4,0
1211,a444be0,2,4,2
1212,85333dd,2,3,1
1213,4f56177,4,4,0
1214,756b2c2,4,4,0
1215,7eff42e,4,4,0
1216,77fc59e,4,4,0
1217,efd30c6,4,3,-1
1218,3333188,1,3,2
1219,a361a02,4,4,0
1220,6c18dde,3,3,0
1221,246c469,3,3,0
1222,c63b26e,3,2,-1
1223,fd3de20,3,2,-1
1224,ee1e9a5,3,4,1
1225,7959105,3,3,0
1226,02ecf18,2,2,0
1227,30ff0f0,5,3,-2
1228,c9f30e7,4,2,-2
1229,768684b,3,4,1
1230,f6e0319,1,3,2
1231,1952ebf,3,3,0
1232,1373710,3,3,0
1233,af28d71,2,4,2
1234,eabad33,3,2,-1
1235,a1474d7,3,4,1
1236,1579cb7,4,4,0
1237,b127d0f,1,2,1
1238,ef07889,3,3,0
1239,cadee56,4,4,0
1240,0913268,1,2,1
1241,3de9f62,3,4,1
1242,070faae,3,3,0
1243,0d7b70d,2,2,0
1244,8531c68,1,2,1
1245,d2aaa14,4,4,0
1246,c5400c9,2,3,1
1247,bc58d4b,3,4,1
1248,9fac427,4,4,0
1249,d617314,4,3,-1
1250,dd7ad18,2,2,0
1251,46d89a1,2,3,1
1252,349e486,3,3,0
1253,e01085e,4,4,0
1254,ce69f4d,2,3,1
1255,a157ef0,3,3,0
1256,36ad5dc,4,3,-1
1257,dc60914,4,5,1
1258,bd6185f,3,3,0
1259,8afd92b,2,3,1
1260,a56b9af,3,2,-1
1261,1b5f4fa,4,4,0
1262,928e5bf,2,4,2
1263,14eaf97,3,3,0
1264,fe0abe4,5,3,-2
1265,9e62098,4,2,-2
1266,7a86c92,4,3,-1
1267,44eb982,3,4,1
1268,bd4db26,3,3,0
1269,51dfce2,3,3,0
1270,ac8fa95,2,2,0
1271,60225ae,2,2,0
1272,cc28ac9,3,3,0
1273,141f967,3,3,0
1274,33d95e1,4,4,0
1275,c61e4cf,3,3,0
1276,dac6521,2,2,0
1277,c6833df,4,4,0
1278,bc3a92e,4,4,0
1279,e1f561b,3,3,0
1280,d2c7e76,4,4,0
1281,a2820da,3,2,-1
1282,1b5891f,2,3,1
1283,7f5780c,3,3,0
1284,47dc813,3,3,0
1285,5984580,4,3,-1
1286,4ffc993,3,4,1
1287,fe38c11,3,4,1
1288,3b16819,1,2,1
1289,46939cc,3,3,0
1290,23ff7e3,3,2,-1
1291,2f8022d,3,2,-1
1292,ad28e86,3,4,1
1293,15ec4fa,4,5,1
1294,7ff4ccc,3,3,0
1295,5b080e5,4,4,0
1296,4ab8bc1,3,3,0
1297,7d57aaf,3,3,0
1298,2650cb7,2,4,2
1299,153aa37,2,4,2
1300,02da02a,3,3,0
1301,8638ed3,2,2,0
1302,7d4c87d,1,3,2
1303,6230b27,4,3,-1
1304,5f79786,4,2,-2
1305,bcb8d76,3,3,0
1306,4d00492,6,5,-1
1307,f3b4324,2,3,1
1308,529c0eb,3,2,-1
1309,627ee5d,1,2,1
1310,3fbe68d,3,3,0
1311,8048856,2,2,0
1312,e91124e,4,3,-1
1313,10444ef,3,3,0
1314,2f31205,4,4,0
1315,9483182,3,3,0
1316,fef9131,3,4,1
1317,14067fc,2,3,1
1318,52ec23c,3,3,0
1319,7784a34,2,2,0
1320,7210183,3,3,0
1321,92249e6,3,3,0
1322,926c21a,3,3,0
1323,456dad6,2,2,0
1324,03d8fe8,4,3,-1
1325,b5608ce,4,3,-1
1326,8309154,3,4,1
1327,6ed964d,4,2,-2
1328,65e8a2e,2,2,0
1329,50deda0,3,2,-1
1330,2254f30,4,4,0
1331,61c5216,3,2,-1
1332,94be929,4,4,0
1333,8db2234,2,3,1
1334,ca42365,1,3,2
1335,3c87dc2,3,3,0
1336,5306280,3,4,1
1337,a7199db,3,2,-1
1338,03ee9ea,2,3,1
1339,2895919,2,3,1
1340,12f28ff,2,3,1
1341,9d7bddd,2,3,1
1342,b46858d,2,2,0
1343,80b3474,2,4,2
1344,dcf06e8,4,4,0
1345,6bd6591,5,3,-2
1346,fa94664,3,2,-1
1347,4864ed5,3,3,0
1348,ef6eea5,2,3,1
1349,5c3d2e8,2,3,1
1350,77b5b31,2,4,2
1351,e1c7ab2,5,4,-1
1352,10be9c6,2,3,1
1353,11c2627,4,3,-1
1354,18560d1,3,3,0
1355,f5860f8,2,2,0
1356,1e98d70,2,3,1
1357,3c1fda4,2,2,0
1358,5668a5f,1,4,3
1359,238702a,4,3,-1
1360,dee4c3c,2,3,1
1361,3ffaa28,3,4,1
1362,e209f98,3,4,1
1363,f99cbc4,3,2,-1
1364,b971d15,2,2,0
1365,9f4e1b8,2,2,0
1366,d4ebb9f,1,2,1
1367,b87929d,5,4,-1
1368,4c6248a,3,4,1
1369,0f1ab9c,4,2,-2
1370,aaa4906,3,2,-1
1371,1181dec,4,3,-1
1372,43cb52e,2,3,1
1373,0fe6e52,3,4,1
1374,7dee746,1,2,1
1375,6bf2b8d,4,3,-1
1376,426ddb6,2,2,0
1377,941e431,3,3,0
1378,69df60a,3,3,0
1379,f60205d,5,4,-1
1380,580a307,3,4,1
1381,7696be8,4,3,-1
1382,435f95e,1,2,1
1383,27118ce,3,3,0
1384,317173f,4,3,-1
1385,34b6263,4,3,-1
1386,5ed0a74,4,4,0
1387,594a437,2,3,1
1388,7456322,3,4,1
1389,4fd0b9a,2,3,1
1390,62502f1,3,3,0
1391,b5b5033,3,3,0
1392,8ba4781,4,3,-1
1393,9a18591,3,3,0
1394,2556150,5,4,-1
1395,88784a0,4,3,-1
1396,e288f20,3,3,0
1397,c680658,3,3,0
1398,54f8ee6,4,3,-1
1399,214bad3,4,3,-1
1400,bd80d69,5,4,-1
1401,29c2c2d,2,2,0
1402,47225d8,2,3,1
1403,a471064,2,3,1
1404,47f4d37,4,3,-1
1405,8fe4399,3,4,1
1406,80a8ff9,4,4,0
1407,88ff1f2,2,3,1
1408,df429af,4,3,-1
1409,2850024,4,4,0
1410,94f7198,2,2,0
1411,acc0f9d,3,2,-1
1412,e8faa39,3,3,0
1413,402835b,4,4,0
1414,7cc6127,2,2,0
1415,d799e31,3,5,2
1416,b64812e,3,4,1
1417,ee674d3,4,4,0
1418,7b823fe,5,5,0
1419,471f8d3,3,3,0
1420,bfb7d17,4,3,-1
1421,e03ff2a,1,3,2
1422,15f29a6,3,4,1
1423,565993b,2,3,1
1424,a80818e,3,3,0
1425,ddc656c,1,2,1
1426,68ea765,4,4,0
1427,6ca477c,4,3,-1
1428,9935f47,2,3,1
1429,1b86671,2,2,0
1430,dbcdee0,4,3,-1
1431,25a717b,2,3,1
1432,255a2a4,2,3,1
1433,87cff96,4,3,-1
1434,fd2ebe0,3,3,0
1435,3662bff,3,4,1
1436,bb69863,4,4,0
1437,80f0b1c,3,4,1
1438,1ccb947,2,3,1
1439,e0688dd,6,4,-2
1440,7efe0c4,3,2,-1
1441,c8b9f6b,2,2,0
1442,e4b6025,3,2,-1
1443,719e49f,3,3,0
1444,e026f3c,6,4,-2
1445,f452054,3,3,0
1446,2d7e6e9,2,3,1
1447,2d65e94,2,3,1
1448,f7233fb,5,5,0
1449,66e9710,2,3,1
1450,3990b13,1,2,1
1451,c341a23,2,3,1
1452,7490c48,2,3,1
1453,29a6e58,4,4,0
1454,72209ee,3,4,1
1455,39cecd2,3,3,0
1456,80c7f25,3,3,0
1457,7d10a79,3,3,0
1458,d93bf92,2,2,0
1459,47a87ad,2,2,0
1460,4ed05bb,3,2,-1
1461,04e1cec,3,3,0
1462,ef3b33d,2,3,1
1463,ea1e99d,3,4,1
1464,3dc4b34,3,3,0
1465,acc6d52,2,3,1
1466,919c02d,2,2,0
1467,032db9e,4,4,0
1468,527009f,2,2,0
1469,082e9df,4,5,1
1470,fa29121,3,3,0
1471,2ec83d5,3,3,0
1472,b1d5362,1,2,1
1473,1039122,1,3,2
1474,6fe2f23,4,3,-1
1475,ea84dea,3,2,-1
1476,fe936f8,5,5,0
1477,9ab59e3,2,3,1
1478,d52eef1,3,3,0
1479,0dd48cd,2,4,2
1480,678d7d6,2,4,2
1481,0beb053,3,3,0
1482,63668d4,4,4,0
1483,1ecaf51,4,4,0
1484,377cdc4,4,3,-1
1485,937b82a,3,4,1
1486,ade13bf,4,3,-1
1487,c7dd9b0,2,3,1
1488,dc225ea,2,3,1
1489,bd25752,4,3,-1
1490,65b060f,3,3,0
1491,f810a4f,2,3,1
1492,20fa155,2,3,1
1493,c9eaef7,3,4,1
1494,b4620e4,1,3,2
1495,09c5771,2,3,1
1496,8c7ca7b,4,3,-1
1497,7199105,4,4,0
1498,cfdc4d7,3,3,0
1499,cb7833a,3,3,0
1500,444a92b,3,3,0
1501,cce77c3,3,2,-1
1502,4e5e23c,2,3,1
1503,5967002,5,5,0
1504,e1a65d5,1,3,2
1505,53761b9,2,4,2
1506,82b38aa,1,2,1
1507,87d2a83,4,4,0
1508,5c7531b,3,3,0
1509,ebbe96c,3,4,1
1510,1944939,3,3,0
1511,f8db3e1,3,4,1
1512,d45a14a,3,4,1
1513,15dc957,4,3,-1
1514,b0e595a,3,4,1
1515,eafa419,3,4,1
1516,4687b25,2,4,2
1517,f8cf83c,3,3,0
1518,a93459e,2,3,1
1519,618261b,2,3,1
1520,95abb30,4,3,-1
1521,470f64e,1,2,1
1522,5736882,4,3,-1
1523,6c5867f,1,2,1
1524,2a73724,1,2,1
1525,23748b3,3,3,0
1526,9c46b2d,2,3,1
1527,0a7ef89,3,3,0
1528,0dbc16f,2,3,1
1529,e3bcbd1,3,4,1
1530,f352687,3,3,0
1531,9a7ebcc,2,3,1
1532,0aba46b,3,2,-1
1533,7e84242,3,3,0
1534,519428c,2,3,1
1535,13ed689,3,2,-1
1536,a84d37f,3,2,-1
1537,36fd5ae,1,2,1
1538,22d6b34,2,3,1
1539,3786747,4,4,0
1540,dc8b110,4,3,-1
1541,0711276,2,2,0
1542,d21fbb8,4,3,-1
1543,2e1bf25,1,2,1
1544,ad846b2,2,4,2
1545,d5a2731,2,3,1
1546,de30ae1,3,5,2
1547,1162314,4,4,0
1548,310b8bc,2,4,2
1549,c7d73a4,3,4,1
1550,d38cbdf,1,3,2
1551,292fbde,3,3,0
1552,f5c3dd8,2,3,1
1553,8e23aab,2,3,1
1554,3e2ab80,2,3,1
1555,d17e95c,2,3,1
1556,e4b5afb,4,4,0
1557,682b513,2,2,0
1558,fd25459,3,3,0
1559,896afa6,5,4,-1
1560,13846d3,3,4,1
1561,184a02e,4,4,0
1562,cffa3d3,2,2,0
1563,459951c,3,3,0
1564,fc028a8,4,4,0
1565,1061742,4,4,0
1566,fd0ccb2,4,3,-1
1567,4fa9d9c,4,3,-1
1568,e8e2728,4,3,-1
1569,d710fe7,1,2,1
1570,3245968,3,3,0
1571,d2d423b,6,5,-1
1572,8b96e59,1,3,2
1573,64084ea,1,2,1
1574,6ae69c0,4,4,0
1575,e29f5d5,4,4,0
1576,6f8a68e,2,3,1
1577,a7dbcad,4,4,0
1578,f8efea4,4,4,0
1579,74318fd,2,3,1
1580,bb44e30,3,4,1
1581,c38cf59,1,2,1
1582,bfff92e,1,3,2
1583,2efa049,3,3,0
1584,70abb34,1,4,3
1585,0c488ee,2,2,0
1586,62f12f9,2,4,2
1587,05182bf,4,3,-1
1588,f3d0beb,4,3,-1
1589,7853ba5,3,3,0
1590,cff4abf,3,3,0
1591,7103cd4,3,3,0
1592,73b4f4b,4,3,-1
1593,91300cb,2,3,1
1594,eceead9,4,4,0
1595,18a1958,2,4,2
1596,7be7aa5,4,4,0
1597,1af0ccd,2,2,0
1598,95f7700,4,4,0
1599,e98fbee,3,2,-1
1600,c8d2ca0,3,3,0
1601,b2ce49b,3,3,0
1602,07309cb,1,3,2
1603,972cdff,3,4,1
1604,95e04fe,2,2,0
1605,907adf1,2,2,0
1606,00cb5dc,2,3,1
1607,9cf3e02,3,4,1
1608,e2915cd,3,3,0
1609,2c7af05,4,3,-1
1610,0fc32e0,4,4,0
1611,a58fd7c,2,4,2
1612,f136e6c,3,3,0
1613,db6a373,4,3,-1
1614,05e6736,3,3,0
1615,01267d1,1,4,3
1616,629f419,3,4,1
1617,8e5c3ce,3,3,0
1618,ab71e49,3,4,1
1619,bddecb4,2,2,0
1620,1c7e08b,3,3,0
1621,0c5ec1c,3,4,1
1622,3f761e1,4,4,0
1623,adfe724,3,4,1
1624,a396a59,3,3,0
1625,421781f,2,3,1
1626,b8b5abe,5,5,0
1627,7e8b33f,2,3,1
1628,4d48ec6,4,5,1
1629,d4014ec,3,4,1
1630,2836518,3,3,0
1631,03ca725,3,2,-1
1632,2782b6f,3,3,0
1633,bd13c87,3,3,0
1634,88a7b3e,2,3,1
1635,3df3c06,4,3,-1
1636,a8d5765,2,3,1
1637,04ef8ff,3,4,1
1638,a367504,4,3,-1
1639,76c50bd,2,2,0
1640,0cf9088,3,3,0
1641,64292c0,4,4,0
1642,d9eba6d,3,5,2
1643,6f3dc33,2,2,0
1644,9038586,3,3,0
1645,5b36e7d,2,3,1
1646,308d061,3,4,1
1647,3f7c2d8,4,4,0
1648,a9ae33c,2,3,1
1649,9db2ecb,2,3,1
1650,d169ba3,3,3,0
1651,797a3de,3,3,0
1652,b95f77e,4,3,-1
1653,e32743b,2,2,0
1654,f9d9962,4,4,0
1655,9ac0f34,4,2,-2
1656,cd0deb2,3,3,0
1657,5303733,3,3,0
1658,f4ab62f,2,3,1
1659,907365b,3,2,-1
1660,29c2511,3,3,0
1661,9074727,4,4,0
1662,e95a2a6,4,4,0
1663,5466263,3,3,0
1664,d15e743,2,2,0
1665,80b646c,6,3,-3
1666,703ac27,1,3,2
1667,ad31471,4,4,0
1668,2f1c523,2,2,0
1669,66e4d49,3,2,-1
1670,1f3ac05,3,3,0
1671,b512b19,3,2,-1
1672,a1439be,2,2,0
1673,0cae471,5,3,-2
1674,459922f,2,2,0
1675,26aa2e8,1,2,1
1676,1c7a738,3,4,1
1677,a69b0d6,2,3,1
1678,7d8ddf0,4,4,0
1679,47a0abf,1,3,2
1680,fe78ad2,4,4,0
1681,8f68651,1,3,2
1682,f61db0d,3,3,0
1683,37e71c0,3,3,0
1684,9473a2c,4,2,-2
1685,1179156,4,3,-1
1686,36340af,4,2,-2
1687,3b9a570,3,2,-1
1688,c5fc2d8,3,2,-1
1689,5bcf37f,3,3,0
1690,0b88519,4,4,0
1691,1a10d27,3,3,0
1692,cfdfdfa,3,3,0
1693,4a7f13c,3,3,0
1694,25bd8c1,4,2,-2
1695,36b2a34,4,3,-1
1696,71a568d,1,3,2
1697,d02c595,3,4,1
1698,9caac09,3,3,0
1699,1b0676e,2,3,1
1700,75ad824,3,3,0
1701,3d100f8,4,3,-1
1702,22a129c,4,4,0
1703,f788113,4,3,-1
1704,bbe8844,4,4,0
1705,79db7bd,5,4,-1
1706,93774a5,4,3,-1
1707,8bddae6,3,3,0
1708,7057eb6,1,2,1
1709,35fd114,4,3,-1
1710,3decd13,3,4,1
1711,11f0688,2,3,1
1712,55214d4,2,3,1
1713,d64be3d,4,4,0
1714,49b3030,3,3,0
1715,c1ab5cb,4,2,-2
1716,18f621f,2,3,1
1717,0cf8c55,3,2,-1
1718,74e1e4e,1,3,2
1719,16cfecb,2,2,0
1720,a1d6398,4,3,-1
1721,d81ea74,4,3,-1
1722,661f303,3,3,0
1723,6858eb1,4,4,0
1724,7af7ad9,2,2,0
1725,cb989ad,2,2,0
1726,b0fa733,1,3,2
1727,39ca929,4,4,0
1728,919933a,1,2,1
1729,0d3b8e3,3,3,0
1730,e1864a3,5,4,-1
1731,476dee5,2,3,1
1732,03afc1e,2,2,0
1733,33bd296,3,4,1
1734,6cc5bef,3,3,0
1735,29705a1,3,3,0
1736,27d8978,2,3,1
1737,a9aeeba,4,4,0
1738,0e54efc,2,3,1
1739,bbd6e51,3,4,1
1740,4afbbfa,1,3,2
1741,6c6ca59,2,2,0
1742,5caa2b6,3,2,-1
1743,c5399a3,3,3,0
1744,0e680b3,4,3,-1
1745,6c409c4,3,3,0
1746,bacd8f3,4,3,-1
1747,cc07126,2,3,1
1748,62d5e45,3,3,0
1749,a381f89,2,3,1
1750,2a26e9d,2,3,1
1751,919a690,4,3,-1
1752,970d9ec,2,2,0
1753,41ebc9a,2,3,1
1754,e44478f,4,2,-2
1755,e146891,3,3,0
1756,f075e71,2,2,0
1757,fde3272,3,2,-1
1758,20f1b82,4,4,0
1759,a7df23b,1,3,2
1760,945f7ba,2,2,0
1761,fa3ec06,1,2,1
1762,8e99fb4,3,4,1
1763,90d5310,3,4,1
1764,e813e51,3,4,1
1765,9dde278,3,3,0
1766,331ec21,2,3,1
1767,c0734ca,3,2,-1
1768,667ab9c,4,4,0
1769,d08d9e1,3,3,0
1770,d68a7f7,2,2,0
1771,e27d629,4,4,0
1772,8641cda,3,3,0
1773,fe971cf,4,3,-1
1774,668213d,3,2,-1
1775,e727a4f,3,3,0
1776,c1aab47,2,2,0
1777,473f48b,3,3,0
1778,f53fbe6,4,3,-1
1779,cd7d4a3,2,3,1
1780,8b1dddc,4,2,-2
1781,4c8d894,1,2,1
1782,09330dc,2,3,1
1783,685cd71,3,3,0
1784,10ca44e,1,2,1
1785,774757d,5,4,-1
1786,28382e5,1,2,1
1787,d842247,4,4,0
1788,9953c19,4,3,-1
1789,9438deb,4,3,-1
1790,7173c41,3,3,0
1791,a19a880,2,2,0
1792,25024a4,1,2,1
1793,d82674c,2,3,1
1794,a50ad20,1,2,1
1795,e897b21,3,3,0
1796,a7d8379,3,4,1
1797,0b551ad,3,3,0
1798,65b50a1,1,3,2
1799,7e3f003,3,4,1
1800,2005423,3,4,1
1801,d5c8caa,4,4,0
1802,b137988,2,3,1
1803,1a28f21,3,3,0
1804,e4b7235,1,3,2
1805,9291bf4,2,2,0
1806,62c323b,5,4,-1
1807,19712ee,2,3,1
1808,17a53de,3,4,1
1809,93206fe,2,2,0
1810,52cd2c8,1,2,1
1811,ac4f2e1,2,2,0
1812,a4c05da,1,2,1
1813,24e6449,4,3,-1
1814,2ae8014,3,2,-1
1815,00fd564,3,3,0
1816,937992f,5,4,-1
1817,a64b3b8,4,3,-1
1818,85af2b9,4,4,0
1819,15dd182,4,3,-1
1820,fd2de62,3,3,0
1821,8538010,1,2,1
1822,60239fe,3,3,0
1823,26c493a,3,3,0
1824,93fe2af,1,3,2
1825,6264a57,2,3,1
1826,647368d,2,3,1
1827,c8bec0e,2,3,1
1828,0f820c4,1,1,0
1829,eafb16c,4,4,0
1830,4896b87,2,3,1
1831,bf264d4,2,3,1
1832,90a8004,3,3,0
1833,0dc6aae,2,3,1
1834,b9ce947,4,4,0
1835,27feddd,3,4,1
1836,d7023dd,2,2,0
1837,13f75ec,5,4,-1
1838,6a88483,3,3,0
1839,a7a7fca,3,4,1
1840,43c6f9b,2,3,1
1841,b754ee5,4,4,0
1842,bbf3192,2,2,0
1843,4fa7db7,3,3,0
1844,6508359,2,2,0
1845,fd45453,4,4,0
1846,bcbbc36,3,2,-1
1847,396b504,2,2,0
1848,b1dea4b,2,3,1
1849,d5bb5fc,3,3,0
1850,9e1614b,4,4,0
1851,5dcd034,2,3,1
1852,8ba94ea,1,3,2
1853,ac756fd,3,3,0
1854,5970470,4,3,-1
1855,e265aa8,2,3,1
1856,053f99e,1,2,1
1857,c18d19c,4,3,-1
1858,7d4d397,1,2,1
1859,f5247a7,3,4,1
1860,05f81ce,4,3,-1
1861,4ed8b25,2,2,0
1862,9a7288b,2,3,1
1863,5288e6f,2,2,0
1864,00daaa2,3,3,0
1865,fbc4427,2,3,1
1866,dde0bcf,6,5,-1
1867,af651d3,4,4,0
1868,93a77d3,3,4,1
1869,33ee6ce,3,3,0
1870,7d9fdd6,4,3,-1
1871,22c55c4,1,3,2
1872,b5c151d,3,4,1
1873,09f2c09,2,3,1
1874,a8543d2,3,3,0
1875,12591b2,2,2,0
1876,08d4d59,4,4,0
1877,dc07e0c,3,3,0
1878,8b9fe60,3,3,0
1879,3294135,3,2,-1
1880,843f86a,5,5,0
1881,775ec96,3,3,0
1882,b94c2b6,2,3,1
1883,4932595,4,2,-2
1884,ec9466b,3,2,-1
1885,b1bceaf,2,4,2
1886,70b24ac,2,2,0
1887,6000f26,4,3,-1
1888,1abc9a4,3,3,0
1889,43fc6ff,2,2,0
1890,6418384,4,5,1
1891,8eb8fa9,3,3,0
1892,3c3267f,4,3,-1
1893,978a1d7,2,3,1
1894,1e7551f,4,4,0
1895,0bfe967,2,3,1
1896,2887b93,3,3,0
1897,3f0b178,3,3,0
1898,1eb708e,2,2,0
1899,b74c950,4,3,-1
1900,c0efe51,3,3,0
1901,b1ee739,3,3,0
1902,b2b1d1b,4,4,0
1903,c710937,4,3,-1
1904,58e1214,2,3,1
1905,186ee0a,2,3,1
1906,9789803,3,3,0
1907,64afb15,3,3,0
1908,f071635,5,4,-1
1909,a5d516b,2,3,1
1910,a75401c,1,2,1
1911,a381193,4,3,-1
1912,89444f4,4,3,-1
1913,c0b989a,2,2,0
1914,44a1d3c,3,4,1
1915,02d1c60,2,3,1
1916,d9503fa,5,4,-1
1917,f22a833,3,3,0
1918,9b8cfd9,3,3,0
1919,b8103da,6,4,-2
1920,719eb62,3,4,1
